addressString,fullAddress,score,precision,faults,X,Y,Cultivar,Blooming
12912 Madeira Park Rd,"12912 Madeira Park Rd, Madeira Park, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-124.0236987,49.6211326,Ama-no-gawa,04/07-04/21
EB 84 Av FS Scott Rd Newton,"Newton in Surrey, BC",47,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:0, PROVINCE.missing:1]",-122.8511111,49.1330556,Ama-no-gawa,04/07-04/21
13771 72a Ave,"13771 72A Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8393169,49.1347813,Ama-no-gawa,04/07-04/21
15152-15198 Hyland Rd,"UNIT 15152 -- 15198 Hyland Rd, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8011036,49.1186647,Ama-no-gawa,04/07-04/21
7246-7384 122 St,"UNIT 7246 -- 7384 122 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8846973,49.1375999,Ama-no-gawa,04/07-04/21
15351-15435 BC-10,"Ten Mile Lake in Quesnel, BC",46,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:1, PROVINCE.missing:1]",-122.4344444,53.0830556,Ama-no-gawa,04/07-04/21
5926 150 St,"5926 150 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8063975,49.1103263,Ama-no-gawa,04/07-04/21
15136 60th Ave,"15136 60 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8030905,49.1116158,Ama-no-gawa,04/07-04/21
6022-6050 150 St,"UNIT 6022 -- 6050 150 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8065318,49.1127059,Ama-no-gawa,04/07-04/21
7550 129a St,"7550 129A St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8635728,49.1400145,Ama-no-gawa,04/07-04/21
13000-13198 80 Ave,"UNIT 13000 -- 13198 80 Ave, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8568201,49.1481347,Ama-no-gawa,04/07-04/21
8312 128 St,"8312 128 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.867686,49.153821,Ama-no-gawa,04/07-04/21
9886-9922 151 St,"UNIT 9886 -- 9922 151 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8039086,49.1827727,Ama-no-gawa,04/07-04/21
9128 152 St,"9128 152 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8010627,49.1688192,Ama-no-gawa,04/07-04/21
15452 88 Ave,"15452 88 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7942466,49.1626695,Ama-no-gawa,04/07-04/21
8760-8770 156 St,"UNIT 8760 -- 8770 156 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7901349,49.1622384,Ama-no-gawa,04/07-04/21
14640-14658 72a Ave,"UNIT 14640 -- 14658 72A Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8158677,49.1344502,Ama-no-gawa,04/07-04/21
7495 132 St,"7495 132 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8569789,49.1390382,Ama-no-gawa,04/07-04/21
15211-15225 102a Ave,"UNIT 15211 -- 15225 102A Ave, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8001685,49.188781,Ama-no-gawa,04/07-04/21
16703 22A Ave,"16703 22A Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7598181,49.0430553,Ama-no-gawa,04/07-04/21
1660 168 St,"1660 168 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7560573,49.0322439,Ama-no-gawa,04/07-04/21
University at Main Mall,"Mill Bay, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.5588889,48.6519444,Ama-no-gawa,04/07-04/21
5868 Agronomy Rd,"5868 Agronomy Rd, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.2417324,49.2629119,Ama-no-gawa,04/07-04/21
1002 Vancouver St,"1002 Vancouver St, Victoria, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.3577571,48.4226396,Ama-no-gawa,04/07-04/21
7705 Jasper Cres,"7705 Jasper Cres, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0703195,49.2143809,Ama-no-gawa,04/07-04/21
Chilco at Alberni,"Alberni in Port Alberni, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-124.8011111,49.2497222,Ama-no-gawa,04/07-04/21
Bute and Alberni,"Alberni St and Bute St, Vancouver, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1259204,49.2867489,Ama-no-gawa,04/07-04/21
1491 Beach Ave,"1491 Beach Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1401815,49.2824079,Ama-no-gawa,04/07-04/21
Sasamat and 15th,"Sasamat St and W 15th Lane, Vancouver, BC",75,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.2092931,49.2588363,Ama-no-gawa,04/07-04/21
Semiahmoo shopping parking from 152 St,"152 St. Giles St, View Royal, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6]",-123.428868,48.4631396,Ama-no-gawa,04/07-04/21
18 Ave and 152 St,"152 St and 18 Ave, Surrey, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.8011333,49.0347486,Ama-no-gawa,04/07-04/21
2099-152St,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Ama-no-gawa,04/07-04/21
148A St and 22 Ave,"148A St and 22 Ave, Surrey, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.810862,49.0425002,Ama-no-gawa,04/07-04/21
1222 King George Hwy,"1222 King George Blvd, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, STREET_NAME.isHighwayAlias:0, PROVINCE.missing:1]",-122.7667834,49.0244562,Ama-no-gawa,04/07-04/21
26 Ave west from King George Hwy,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Ama-no-gawa,04/07-04/21
New street from 26 Ave,"26 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1153511,54.6597908,Ama-no-gawa,04/07-04/21
140 St between 18 Ave and 16 Ave,"16 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1151775,54.6598078,Ama-no-gawa,04/07-04/21
Blackburn Ave and Archibald,"Archibald Rd and Blackburn Lane, White Rock, BC",80,INTERSECTION(100),"[STREET_TYPE.notMatched:3, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8232953,49.0296715,Ama-no-gawa,04/07-04/21
2424A Ave near 150 St,"150 St. Andrews St, Victoria, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.3695056,48.412985,Ama-no-gawa,04/07-04/21
26 Ave and 149 St,"149 St and 26 Ave, Surrey, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8096504,49.049554,Ama-no-gawa,04/07-04/21
148 Str between 17 and 18 Avenues,"18 Venus Dr, Kamloops, BC",71,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-120.3509079,50.6848061,Ama-no-gawa,04/07-04/21
147A St between 28 and 30 Avenues,"30 Venus Dr, Kamloops, BC",71,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-120.3509081,50.6847565,Ama-no-gawa,04/07-04/21
143 St and 34 Ave,"34 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.11549,54.6597772,Ama-no-gawa,04/07-04/21
34Ave and 152Str,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Ama-no-gawa,04/07-04/21
Martin Dr to Semiahmoo Shopping Centre,"Marin Park Dr, Central Saanich, BC",62,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.spelledWrong:2, LOCALITY.partialMatch:1, STREET_NAME.spelledWrong:2, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.4504045,48.57135,Ama-no-gawa,04/07-04/21
156Str near 37ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Ama-no-gawa,04/07-04/21
Croydon dr. near 24 ave,"24 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1153164,54.6597942,Ama-no-gawa,04/07-04/21
Semiahmoo Trail,"Semiahmoo Trail, Surrey, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8114486,49.0523329,Ama-no-gawa,04/07-04/21
15177 Semiahmoo Shopping Centre,"Central Saanich, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-123.4205555,48.5941666,Ama-no-gawa,04/07-04/21
Vine Ave west of Oxford,"Oxford Heights in Coquitlam, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-122.7677778,49.2830556,Ama-no-gawa,04/07-04/21
13651-13757 20a Ave,"UNIT 13651 -- 13757 20A Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8416923,49.0396375,Ama-no-gawa,04/07-04/21
2508 Crescent Dr,"2508 Crescent Dr, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8814482,49.0483426,Ama-no-gawa,04/07-04/21
1408 Johnston Rd,"1408 Johnston Rd, White Rock, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.8010819,49.0278167,Ama-no-gawa,04/07-04/21
12950 19 Ave,"12950 19 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8629703,49.0367738,Ama-no-gawa,04/07-04/21
12731 Beckett Rd,"12731 Beckett Rd, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8691875,49.0547535,Ama-no-gawa,04/07-04/21
1834 129a St,"1834 129A St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8623549,49.0359628,Ama-no-gawa,04/07-04/21
15491 Roper Ave,"15491 Roper Ave, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7930917,49.0259487,Ama-no-gawa,04/07-04/21
26 148a St,"UNIT 26 -- 148 A St, Abbotsford, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.2607644,49.0053027,Ama-no-gawa,04/07-04/21
15450 Columbia Ave,"15450 Columbia Ave, White Rock, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7943594,49.0196331,Ama-no-gawa,04/07-04/21
14461 28 Ave,"14461 28 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8216155,49.0531216,Ama-no-gawa,04/07-04/21
1806 140 St,"1806 140 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8341061,49.034962,Ama-no-gawa,04/07-04/21
13699 32 Ave,"13699 32 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8428107,49.0604787,Ama-no-gawa,04/07-04/21
14927 24 Ave,"14927 24 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8087059,49.0458896,Ama-no-gawa,04/07-04/21
15663 Mountain View Dr,"15663 Mountain View Dr, Surrey, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7881102,49.0553617,Ama-no-gawa,04/07-04/21
Amble Greene Dr near 18A Ave,"18 A Rd, Tahsis, BC",82,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-126.6564851,49.926135,Asagi,04/01-04/15
14th west of Wallace,"14 Hodgins Harbour, Indian Arm, BC",62,CIVIC_NUMBER(100),"[LOCALITY.notMatched:35, STREET_NAME.isAlias:1, PROVINCE.missing:1, STREET_NAME.partialMatch:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.5926213,49.3758589,Atsumori,04/01-04/14
7151 Moffatt Road,"7151 Moffatt Rd, Richmond, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1453941,49.1611115,Autumnalis,01/01-01/10
7400 Gilbert Road,"7400 Gilbert Rd, Richmond, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1473067,49.1589821,Autumnalis,01/01-01/10
7151 Moffatt Road,"7151 Moffatt Rd, Richmond, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1453941,49.1611115,Autumnalis,01/01-01/10
40th and Yew,"W 40th Ave and Yew St, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1585098,49.2355922,Autumnalis Rosea,01/01-01/10
4439 Georgia St,"4439 Georgia St, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0045134,49.2783179,Autumnalis Rosea,01/01-01/10
175 Barnet Rd,"175 Barnes Rd, Needles, BC",86,BLOCK(99),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-118.1241401,49.8976851,Autumnalis Rosea,01/01-01/10
4755 Cambridge St,"4755 Cambridge St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9958176,49.2866389,Autumnalis Rosea,01/01-01/10
SW Marine and SW Marine,"SW Marine Lane and SW Marine Lane, Vancouver, BC",83,INTERSECTION(100),"[STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1181543,49.2083212,Autumnalis Rosea,01/01-01/10
Old Bridge Walk at Lamey's Mill Road,"Broadview in Salmon Arm, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.2511111,50.7163889,Autumnalis Rosea,01/01-01/10
10th and Birch,"10th Ave and Birch St, Okanagan Falls, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-119.5702498,49.343856,Autumnalis Rosea,01/01-01/10
Templeton,"Templeton Station, Richmond, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-123.1467049,49.1969734,Autumnalis Rosea,01/01-01/10
Nanaimo,"Nanaimo, BC",67,LOCALITY(68),[PROVINCE.missing:1],-123.9380556,49.1636111,Autumnalis Rosea,01/01-01/10
1st and Waterloo,"W 1st Ave and Waterloo St, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1796036,49.27122,Autumnalis Rosea,01/01-01/10
1st and Cypress,"Cypress St and Stewart Ave, Nanaimo, BC",76,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.notSuffix:0, STREET_NAME.isAlias:1, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.9456511,49.1800726,Autumnalis Rosea,01/01-01/10
197Str north from 64Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Autumnalis Rosea,01/01-01/10
Cambie and 61st,"Cambie St and W 61st Ave, Vancouver, BC",75,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1168091,49.2149985,Autumnalis Rosea,01/01-01/10
15th west of Yukon,"15 Hodgins Harbour, Indian Arm, BC",62,CIVIC_NUMBER(100),"[LOCALITY.notMatched:35, STREET_NAME.isAlias:1, PROVINCE.missing:1, STREET_NAME.partialMatch:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.5932718,49.3743208,Autumnalis Rosea,01/01-01/10
Douglas College on 8th Ave,"8 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1150386,54.6598213,Autumnalis Rosea,01/01-01/10
86 Semisch Ave,"86 Semisch Ave, North Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0831977,49.3134891,Autumnalis Rosea,01/01-01/10
Grandview Hwy and Renfrew,"Grandview Hwy and Renfrew St, Vancouver, BC",83,INTERSECTION(100),"[STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.0443749,49.2581954,Autumnalis Rosea,01/01-01/10
Boundary,"Boundary Falls in Anaconda, BC",66,LOCALITY(68),"[LOCALITY.partialMatch:1, PROVINCE.missing:1]",-118.7011111,49.0330556,Autumnalis Rosea,01/01-01/10
7560 Blundell Road,"7560 Blundell Rd, Richmond, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1408172,49.1555524,Autumnalis Rosea,01/01-01/10
7551 Moffatt Road,"7551 Moffatt Rd, Richmond, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1437497,49.1576039,Autumnalis Rosea,01/01-01/10
Cordova at Gore,"Cordova Bay Golf Course Trail, Saanich, BC",29,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.spelledWrong:2, LOCALITY.notMatched:35, STREET_QUALIFIER.missing:1, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.3717826,48.5352166,Autumnalis Rosea,01/01-01/10
Gore at Cordova,"Cordova Bay in Saanich, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-123.3677778,48.5163889,Autumnalis Rosea,01/01-01/10
Pender,"Pender Harbour, BC",66,LOCALITY(68),"[LOCALITY.partialMatch:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.9571393,49.6846935,Autumnalis Rosea,01/01-01/10
Dr. Sun Yat-Set Garden,"Sunshine Coast Hwy, Garden Bay, BC",63,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.partialMatch:1, STREET_TYPE.notMatched:3, STREET_TYPE.notPrefix:0, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.9827658,49.6296984,Autumnalis Rosea,01/01-01/10
Chancellor Blvd near Theology Mall,"Small Island 4 near Klaoitisis Island, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-126.4847222,50.5663889,Autumnalis Rosea,01/01-01/10
UBC North Parkade,"UBC Loop, Vancouver, BC",55,STREET(78),"[LOCALITY.missing:10, STREET_DIRECTION.notMatched:2, STREET_TYPE.notMatched:3, STREET_TYPE.spelledWrong:1, PROVINCE.missing:1, FAULTS.tooMany:6]",-123.2477475,49.2678476,Autumnalis Rosea,01/01-01/10
Bio Sciences Rd at East Mall,"Hall in Nelson, BC",45,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:0, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-117.2341666,49.3830556,Autumnalis Rosea,01/01-01/10
NW Marine Drive,"NW Marine Dr, Vancouver, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.2340663,49.2781351,Autumnalis Rosea,01/01-01/10
Lost Lagoon,"Lost Lagoon Trail, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-123.142055,49.2967169,Autumnalis Rosea,01/01-01/10
Pacific St: n side Burrard to Thurlow,"Thurlow in Thurlow Islands, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-125.3680555,50.4497222,Autumnalis Rosea,01/01-01/10
Thurlow at lane betw Burnaby and Harwood,"Harwood Island, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-124.7557008,49.8640893,Autumnalis Rosea,01/01-01/10
1114 Burnaby St,"1114 Burnaby St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1328611,49.2796647,Autumnalis Rosea,01/01-01/10
145a and 30,"145A St and 30 Ave, Surrey, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8196377,49.0569292,Autumnalis Rosea,01/01-01/10
16Ave and 128Str,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Autumnalis Rosea,01/01-01/10
160Str and 9Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Autumnalis Rosea,01/01-01/10
3685 142 St,"3685 142 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8284477,49.0684995,Autumnalis Rosea,01/01-01/10
14528 18 Ave,"14528 18 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8198269,49.03463,Autumnalis Rosea,01/01-01/10
47th,"47 St, Delta, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.092918,49.0846525,Avium,04/15-04/29
66th and Adera,"Adera Lane and W 66th Lane, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1411025,49.2109425,Avium,04/15-04/29
3402 E 22nd Ave,"3402 E 22nd Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0308323,49.2502883,Avium,04/15-04/29
No. 1 Road,"1 Road A, Klemtu, BC",84,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-128.5201602,52.588828,Avium,04/06-04/20
Olympic,"Olympic Dr, Malahat, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.5698178,48.5131913,Avium Plena,04/10-04/25
